wd,Y,Length,Midpoint
140,752.8685929109743,371.41547782859976,300.9335012102805
140,828.1554522020717,376.0012005022861,256.97276131183327
140,903.4423114931692,380.5869231759724,213.01202141338604
140,978.7291707842666,385.1726458496588,169.05128151493892
140,1054.016030075364,389.7583685233451,125.0905416164918
140,1129.3028893664614,394.3440911970314,81.12980171804458
140,1204.5897486575589,398.9298138707178,37.16906181959739
140,1279.8766079486563,328.4252037063941,30.753488340155172
140,1355.1634672397538,164.21260185319704,71.19191070514967
150,0.0,0.0,0.0
150,75.16331451454789,347.16633868942904,106.93187445451531
150,150.32662902909578,694.3326773788581,213.86374890903062
150,225.48994354364368,1034.0491551040684,317.07069288143657
150,300.65325805819157,1039.9157034067798,253.352672142593
150,375.81657257273946,1045.782251709491,189.63465140374944
150,450.97988708728735,791.3996035930747,256.04122887446977
150,526.1432016018352,450.0998132069752,365.9063774800317
150,601.3065161163831,405.4321053146389,327.45548483871187
150,676.469830630931,411.2986536173889,263.73746409984903
150,751.6331451454789,417.16520192013877,200.0194433609862
150,826.7964596600268,423.03175022288866,136.3014226221234
150,901.9597741745747,428.8982985256385,72.58340188326056
150,977.1230886891226,434.7648468283885,8.865381144397759
150,1052.2864032036705,440.63139513113833,-54.852639594465074
150,1127.4497177182184,446.4979434338883,-118.57066033332792
150,1202.6130322327663,436.642396235056,-174.4276333213997
150,1277.7763467473142,291.0949308233707,-162.4386472030449
150,1352.939661261862,145.54746541168535,-150.4496610846901
160,0.0,0.0,0.0
160,72.75597046094614,247.7067404122643,32.1729418948108
160,145.5119409218923,495.41348082452885,64.34588378962168
160,218.26791138283843,743.1202212367933,96.51882568443256
160,291.0238818437846,990.8269616490577,128.69176757924342
160,363.77985230473075,1116.2815184587446,221.9908012753431
160,436.53582276567687,882.3939105186917,261.07330940603526
160,509.291793226623,642.7818376392172,297.2935850670166
160,582.0477636875692,476.6184539983277,296.78951610870564
160,654.8037341485153,484.7131215309473,209.15642156363998
160,727.5597046094615,492.8077890635671,121.5233270185744
160,800.3156750704076,500.9024565961867,33.89023247350892
160,873.0716455313537,508.9971241288064,-53.742862071556715
160,945.8276159922999,517.091791661426,-141.37595661662235
160,1018.583586453246,525.1864591940455,-229.00905116168778
160,1091.3395569141921,533.2811267266652,-316.64214570675335
160,1164.0955273751383,423.9715061990559,-345.57309622170453
160,1236.8514978360845,282.64767079937064,-358.4969393006177
160,1309.6074682970307,141.32383539968532,-371.42078237953086
170,0.0,0.0,0.0
170,68.13797306118602,223.146735218601,-14.26193691651239
170,136.27594612237203,446.2934704372019,-28.523873833024837
170,204.41391918355805,669.440205655803,-42.785810749537234
170,272.55189224474407,822.4892140521682,-21.998884254931795
170,340.6898653059301,822.4892140522823,75.31254643779923
170,408.8278383671161,822.4892140523965,172.62397713053025
170,476.9658114283021,822.4892140525105,269.93540782326124
170,545.1037844894881,671.0093173182363,291.5068901487981
170,613.2417575506742,612.4428556582062,207.55721117866034
170,681.3797306118602,625.0452503839529,88.02310401563446
170,749.5177036730462,637.6476451096994,-31.51100314739145
170,817.6556767342322,650.2500398354458,-151.04511031041744
170,885.7936497954182,662.8524345611924,-270.5792174734433
170,953.9316228566042,675.4548292869389,-390.11332463646914
170,1022.0695959177903,600.5151481889291,-465.8763938876169
170,1090.2075689789763,450.3863611416969,-504.0449101641535
170,1158.3455420401624,300.2575740944644,-542.21342644069
170,1226.4835151013483,150.12878704723244,-580.3819427172265
180,0.0,0.0,0.0
180,61.4496378294398,245.79931153010145,-61.44982788250569
180,122.8992756588796,491.5986230602031,-122.89965576501126
180,184.3489134883194,667.1695598674439,-149.23529628608648
180,245.7985513177592,667.1695598675116,-87.78546840357518
180,307.248189147199,667.1695598675793,-26.335640521063908
180,368.6978269766388,667.169559867647,35.114187361447335
180,430.14746480607863,667.1695598677147,96.56401524395872
180,491.5971026355184,667.1695598677825,158.01384312646994
180,553.0467404649582,667.1695598678502,219.46367100898127
180,614.496378294398,890.7298860672093,158.5990795824825
180,675.9460161238378,915.3098172204666,-13.460438488621577
180,737.3956539532776,939.8897483737244,-185.51995655972541
180,798.8452917827174,964.4696795269816,-357.57947463082945
180,860.2949296121573,901.2641422765771,-485.74625850010284
180,921.744567441597,721.0113138212616,-555.3893967669205
180,983.1942052710368,540.7584853659464,-625.0325350337381
180,1044.6438431004767,360.5056569106307,-694.6756733005559
180,1106.0934809299165,180.25282845531535,-764.3188115673736
190,0.0,5.684341886080802e-14,-2.842170943040401e-14
190,52.894186447263145,393.73237610894796,-159.82915807645008
190,105.78837289452629,575.912499472101,-213.88218978000268
190,158.68255934178944,575.9124994721444,-176.84515980200047
190,211.57674578905258,575.9124994721878,-139.8081298239983
190,264.4709322363157,575.9124994722313,-102.7710998459961
190,317.3651186835789,575.9124994722747,-65.7340698679939
190,370.259305130842,575.9124994723181,-28.697039889991743
190,423.15349157810516,575.9124994723616,8.339990088010495
190,476.0476780253683,575.9124994724049,45.377020066012676
190,528.9418644726314,581.3034666231898,79.71856646864416
190,581.8360509198945,975.0358427328432,-80.1105916081587
190,634.7302373671578,1368.7682188424974,-239.9397496849619
190,687.6244238144209,1552.5778458014497,-294.80753318641405
190,740.518610261684,1395.07148643988,-365.7169583250119
190,793.4127967089472,1116.0571891519035,-497.38035242681303
190,846.3069831562103,837.0428918639278,-629.0437465286138
190,899.2011696034734,558.0285945759521,-760.7071406304146
190,952.0953560507367,279.01429728797575,-892.3705347322157
200,-14.40597805947479,0.0,-527.24691485339
200,29.083803287712755,520.5292698393914,-246.7025799632003
200,72.5735846349003,520.5292698394206,-226.42287999269178
200,116.06336598208784,520.5292698394499,-206.14318002218326
200,159.5531473292754,520.5292698394791,-185.86348005167474
200,203.04292867646294,520.5292698395083,-165.58378008116622
200,246.53271002365048,520.5292698395374,-145.3040801106577
200,290.022491370838,520.5292698395665,-125.0243801401492
200,333.51227271802554,520.5292698395958,-104.74468016964069
200,377.0020540652131,520.5292698396249,-84.46498019913214
200,420.49183541240063,520.5292698396541,-64.18528022862365
200,463.9816167595882,1389.8446785016397,-478.5632845890933
200,507.4713981067757,1411.3125698787223,-469.01753030711154
200,550.9611794539633,1432.7804612558052,-459.4717760251299
200,594.4509608011508,1454.248352632888,-449.9260217431482
200,637.9407421483384,1475.7162440099708,-440.38026746116645
200,681.4305234955259,1497.1841353870536,-430.8345131791848
200,724.9203048427134,1518.6520267641365,-421.28875889720314
200,768.410086189901,1540.1199181412192,-411.74300461522137
210,-105.74258482749701,0.0,-516.7352776618484
210,-56.20763920206239,228.79088791357464,-389.06690292647625
210,-6.672693576627765,457.58177582714916,-261.39852819110416
210,42.86225204880685,488.4014621899265,-232.7157542311307
210,92.39719767424148,488.40146218995574,-219.44282345253123
210,141.9321432996761,488.40146218998507,-206.16989267393177
210,191.46708892511072,488.4014621900143,-192.89696189533237
210,241.00203455054537,488.40146219004356,-179.62403111673288
210,290.53698017598,1321.7257265420649,-583.0132325141294
210,340.0719258014146,1345.1351893670508,-581.4450331480084
210,389.60687142684924,1368.5446521920362,-579.8768337818872
210,439.14181705228384,1391.954115017022,-578.3086344157659
210,488.67676267771844,1415.363577842008,-576.7404350496447
210,538.211708303153,1438.7730406669934,-575.1722356835235
210,587.7466539285878,1462.1825034919793,-573.6040363174022
210,637.2815995540224,1203.2279923314597,-430.8538499585285
210,686.816545179457,902.420994248595,-267.17742013848203
210,736.3514908048916,601.6139961657301,-103.50099031843553
210,785.8864364303262,300.80699808286533,60.17543950161091
220,-193.86625666386524,0.0,-490.5229005392187
220,-138.3153524575708,135.69545265644007,-417.8150132822781
220,-82.76444825127638,271.39090531288014,-345.1071260253374
220,-27.213544044981944,407.08635796932026,-272.39923876839674
220,28.33736016131249,473.56149874933743,-234.30150744966753
220,83.88826436760692,1288.2084857798882,-636.7648400361913
220,139.43916857390136,1315.0235592657211,-645.3122158503564
220,194.9900727801958,1341.8386327515539,-653.8595916645214
220,250.54097698649022,1368.6537062373868,-662.4069674786863
220,306.0918811927846,1395.4687797232195,-670.9543432928513
220,361.6427853990791,1411.3314533874516,-674.0255191962159
220,417.1936896053735,1254.5168474555126,-590.758055301495
220,472.744593811668,1097.7022415235733,-507.4905914067738
220,528.2954980179625,940.887635591634,-424.2231275120527
220,583.8464022242568,784.0730296596951,-340.95566361733177
220,639.3973064305512,627.2584237277563,-257.6881997226109
220,694.9482106368457,470.4438177958169,-174.4207358278898
220,750.4991148431402,313.62921186387746,-91.15327193316858
220,806.0500190494346,156.8146059319385,-7.885808038447664
230,-276.0994003925614,0.0,-449.4062333002692
230,-216.22042371960154,102.7034836861099,-403.2931297933935
230,-156.3414470466417,1011.3420220582337,-760.1475536295247
230,-96.46247037368181,1145.5942538429524,-729.8088241719535
230,-36.58349370072196,1279.8464856276714,-699.4700947143824
230,23.29548297223789,1374.1426695917048,-689.1093891671542
230,83.17445964519777,1405.691417690347,-710.1224015526213
230,143.0534363181576,1361.1587247869106,-693.094693437049
230,202.93241299111747,1247.7288310546678,-641.6183849070737
230,262.8113896640773,1134.2989373224252,-590.1420763770985
230,322.6903663370372,1020.8690435901827,-538.6657678471232
230,382.56934300999706,907.4391498579403,-487.189459317148
230,442.44831968295694,794.0092561256977,-435.7131507871728
230,502.3272963559168,680.5793623934551,-384.2368422571975
230,562.2062730288766,567.1494686612127,-332.7605337272223
230,622.0852497018365,453.7195749289702,-281.2842251972471
230,681.9642263747963,340.28968119672766,-229.80791666727185
230,741.8432030477562,226.8597874644849,-178.3316081372965
230,801.722179720716,113.42989373224263,-126.85529960732137
240,-401.5501803209474,0.0,-1194.8084388531743
240,-336.4463774416437,873.1253585282263,-815.9765365130462
240,-271.34257456234,1004.2743281515675,-808.132828625361
240,-206.2387716830363,1135.4232977749084,-800.2891207376756
240,-141.1349688037326,1266.5722673982496,-792.4454128499904
240,-76.03116592442888,1265.1647455258103,-718.3234592144147
240,-10.927363045125219,1258.0788991918355,-641.3623433480715
240,54.176439834178495,1175.3813104023764,-602.2070987094704
240,119.28024271348221,1077.4328678688448,-570.6772809429053
240,184.38404559278587,979.4844253353136,-539.1474631763402
240,249.48784847208964,881.5359828017822,-507.61764540977526
240,314.5916513513933,783.5875402682509,-476.0878276432102
240,379.69545423069695,685.6390977347196,-444.5580098766452
240,444.7992571100007,587.6906552011884,-413.02819211008017
240,509.9030599893044,489.7422126676571,-381.4983743435152
240,575.0068628686081,391.7937701341256,-349.96855657695005
240,640.1106657479118,293.8453276005944,-318.4387388103851
240,705.2144686272154,195.8968850670631,-286.9089210438201
240,770.3182715065191,97.94844253353185,-255.37910327725507
250,-602.9260388714438,0.0,-1106.9281568924584
250,-529.9373465418033,149.89587118994882,-1123.9535539377357
250,-456.948654212163,299.7917423798974,-1140.9789509830125
250,-383.9599618825225,1077.3247622826934,-843.3662329825486
250,-310.9712695528821,1071.7153894919936,-782.6390080374673
250,-237.98257722324172,1066.1060167012938,-721.911783092386
250,-164.99388489360126,1060.4966439105942,-661.1845581473046
250,-92.00519256396086,1054.8872711198944,-600.4573332022234
250,-19.01650023432046,1049.2778983291946,-539.7301082571421
250,53.97219209532,975.6696011914494,-513.0023454855835
250,126.96088442496034,878.1026410723044,-498.2539142047248
250,199.9495767546008,780.5356809531595,-483.5054829238661
250,272.93826908424126,682.9687208340144,-468.75705164300723
250,345.9269614138816,585.4017607148696,-454.0086203621486
250,418.91565374352206,487.8348005957247,-439.26018908128987
250,491.9043460731625,390.26784047657964,-424.5117578004311
250,564.8930384028029,292.7008803574348,-409.76332651957233
250,637.8817307324432,195.13392023829,-395.0148952387137
250,710.8704230620838,97.56696011914494,-380.2664639578549
260,-785.9822948261269,0.0,-985.4144230172401
260,-707.3264375285255,187.84978932651052,-1036.7483237949486
260,-628.6705802309242,375.6995786530206,-1088.0822245726574
260,-550.0147229333228,395.73862550792296,-1055.5107541145621
260,-471.35886563572143,390.998408925528,-1010.549651937818
260,-392.70300833812007,946.0747226765475,-685.6802845943669
260,-314.04715104051866,941.3345060941818,-640.7191824176082
260,-235.39129374291736,936.594289511816,-595.7580802408497
260,-156.73543644531594,931.8540729294502,-550.7969780640911
260,-78.07957914771453,927.1138563470846,-505.8358758873325
260,0.5762781498867753,921.6580806163674,-461.23255328474966
260,79.23213544748819,819.2516272145488,-465.10456951771755
260,157.8879927450896,716.8451738127301,-468.97658575068544
260,236.5438500426909,614.4387204109116,-472.8486019836532
260,315.1997073402922,512.0322670090931,-476.72061821662106
260,393.8555646378936,409.62581360727444,-480.5926344495889
260,472.51142193549504,307.2193602054558,-484.4646506825568
260,551.1672792330965,204.81290680363708,-488.3366669155246
260,629.8231365306979,102.40645340181845,-492.20868314849247
270,-945.1568764787502,0.0,-833.9593705424011
270,-863.2237726353912,273.109501464147,-943.2031711280829
270,-781.2906687920322,367.9475261483758,-963.3112333238055
270,-699.3575649486731,363.74584151042495,-933.8994408584382
270,-617.4244611053142,359.54415687247365,-904.4876483930709
270,-535.4913572619553,355.3424722345228,-875.0758559277036
270,-453.5582534185962,870.0488403786653,-586.2100370712894
270,-371.6251495752373,865.8471557407402,-556.7982446059091
270,-289.69204573187824,861.6454711028153,-527.3864521405287
